State/ UT,District/ Area,Year,Murder,Infanticide,Rape,Foeticide,Kidnapping & Abduction,Abetment of suicide of child,Exposure and Abandonment,Procuration of minor girls,Selling of minors for prostitution,"Prohibition of Child Marriage Act, 2006",Other Crimes,Total Crimes
Chhattisgarh,Balodbazar,2015,2,1,0,1,74,0,0,0,0,0,18,190
Chhattisgarh,Balrampur,2015,1,0,52,0,17,0,2,0,0,0,44,139
Chhattisgarh,Bemetra,2015,2,1,16,0,40,0,0,0,0,0,27,96
Chhattisgarh,Bilaspur,2015,4,0,0,7,199,0,2,2,0,1,15,328
Chhattisgarh,Bizapur,2015,3,0,1,0,14,0,0,0,0,0,7,31
Chhattisgarh,Dantewara,2015,1,0,6,0,10,0,0,0,0,0,0,18
Chhattisgarh,Dhamtari,2015,1,0,0,0,22,0,2,0,0,0,9,63
Chhattisgarh,Durg,2015,5,0,8,1,187,3,2,0,1,2,88,483
Chhattisgarh,Gariyaband,2015,0,0,0,0,19,0,0,0,0,0,26,86
Chhattisgarh,G. R. P. Raipur,2015,1,0,0,0,8,0,0,0,0,0,5,18
Chhattisgarh,Jagdalpur,2015,1,0,46,0,51,0,0,0,0,0,58,166
Chhattisgarh,Janjgir,2015,3,0,28,2,112,2,2,0,0,0,61,243
Chhattisgarh,Jashpur,2015,3,0,0,0,59,0,0,0,0,1,43,178
Chhattisgarh,Kabirdham,2015,0,0,0,0,45,0,0,0,0,0,27,125
Chhattisgarh,Kanker,2015,5,0,0,0,41,0,0,0,0,0,21,111
Chhattisgarh,Kondagaon,2015,1,0,0,0,22,0,0,0,0,0,4,50
Chhattisgarh,Korba,2015,3,0,11,0,59,0,0,0,0,0,39,171
Chhattisgarh,Koriya,2015,1,1,47,0,58,0,0,0,0,0,14,134
Chhattisgarh,Mahasamund,2015,2,0,0,0,65,0,1,0,0,0,0,134
Chhattisgarh,Mungali,2015,1,0,13,0,56,0,1,0,0,0,29,114
Chhattisgarh,Narayanpur,2015,0,0,2,0,8,0,0,0,0,0,4,16
Chhattisgarh,Raigarh,2015,5,0,0,0,85,0,0,0,0,0,40,245
Chhattisgarh,Raipur,2015,9,1,0,0,327,3,7,0,1,0,79,663
Chhattisgarh,Rajnandgaon,2015,5,0,31,0,96,0,0,0,0,0,62,227
Chhattisgarh,Sarguja,2015,3,0,51,0,86,0,0,0,0,0,27,169
Chhattisgarh,Sukma,2015,0,0,3,0,7,0,0,0,0,0,1,13
Chhattisgarh,Surajpur,2015,2,0,0,0,44,0,0,0,0,2,48,165
Chhattisgarh,Total District(s),2015,66,4,317,11,1846,8,21,2,2,6,804,4469
Goa,North Goa,2015,2,0,27,0,63,0,5,0,0,0,32,145
Goa,South Goa,2015,1,0,22,0,37,0,1,0,0,0,15,92
Goa,C. I. D.,2015,0,0,1,0,2,0,0,0,0,0,2,5
Goa,Total District(s),2015,3,0,50,0,102,0,6,0,0,0,49,242
Gujarat,Ahmedabad City,2015,4,0,0,0,294,0,7,0,0,2,70,609
Gujarat,Ahmedabad Rural,2015,2,0,0,0,9,0,0,0,0,0,0,93
Gujarat,Amreli,2015,3,0,1,0,37,0,3,0,0,0,2,59
Gujarat,Anand,2015,0,0,2,0,87,0,3,0,0,0,2,106
Gujarat,Arvalli,2015,2,0,0,0,16,0,1,0,0,0,0,58
Gujarat,Banaskantha,2015,0,0,0,0,7,0,0,0,0,0,0,31
Gujarat,Bharuch,2015,4,0,0,0,24,0,2,0,0,1,5,105
Gujarat,Bhavnagar,2015,5,0,0,1,30,0,6,0,0,0,0,123
Gujarat,Botad,2015,0,0,1,0,21,0,3,0,0,0,7,37
Gujarat,Chhotaudepur,2015,0,0,0,0,6,0,1,0,0,0,0,38
Gujarat,C. I. D. Crime,2015,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,Dahod,2015,1,0,23,0,53,0,4,0,0,1,0,161
Gujarat,Dang,2015,0,0,0,0,2,0,0,0,0,0,0,6
Gujarat,Devbhumi Dwarka,2015,1,0,0,0,13,0,1,0,0,0,0,30
Gujarat,Gandhinagar,2015,6,0,1,0,27,0,1,0,0,0,0,95
Gujarat,Gir Somnath,2015,1,0,2,0,14,0,1,0,0,2,2,36
Gujarat,Jamnagar,2015,1,0,0,0,37,0,0,0,0,0,0,66
Gujarat,Junagadh,2015,2,0,0,0,20,0,0,0,0,0,2,63
Gujarat,Kachchh East(G),2015,2,0,1,0,30,0,0,1,0,0,3,71
Gujarat,Kachchh West(B),2015,1,0,1,0,4,0,1,0,0,1,1,33
Gujarat,Kheda,2015,2,0,2,0,77,0,0,0,0,0,17,100
Gujarat,Mahisagar,2015,1,0,2,0,18,0,0,0,0,0,0,30
Gujarat,Mehsana,2015,1,1,5,0,55,0,2,0,0,0,4,88
Gujarat,Morbi,2015,1,0,1,0,21,0,1,0,0,0,3,54
Gujarat,Narmada,2015,1,0,0,0,5,0,0,0,0,0,0,27
Gujarat,Navsari,2015,4,0,0,0,26,0,0,0,0,1,2,45
Gujarat,Panchmahal,2015,2,0,0,0,11,0,4,0,0,0,0,88
Gujarat,Patan,2015,1,0,0,0,10,0,1,0,0,0,1,64
Gujarat,Porbandar,2015,0,0,2,0,13,0,1,0,0,0,2,23
Gujarat,Rajkot City,2015,4,0,0,0,70,0,0,0,0,0,0,74
Gujarat,Rajkot Rural,2015,4,0,0,0,57,0,1,0,0,0,0,85
Gujarat,Sabarkantha,2015,2,0,0,0,16,0,2,0,0,0,1,46
Gujarat,Surat City,2015,5,0,4,0,228,0,5,0,0,0,1,393
Gujarat,Surat Rural,2015,2,0,0,0,35,0,2,0,0,0,1,67
Gujarat,Surendranagar,2015,2,0,5,0,16,0,5,0,0,1,0,56
Gujarat,Tapi,2015,2,0,3,0,5,0,0,0,0,0,0,22
Gujarat,Vadodara City,2015,1,0,0,0,68,0,2,0,0,0,12,308
Gujarat,Vadodara Rural,2015,5,0,0,0,16,0,0,0,0,0,0,72
Gujarat,Valsad,2015,2,0,0,0,104,0,0,0,0,0,0,148
Gujarat,W.Rly  Ahmedabad,2015,0,0,0,0,0,0,0,0,0,0,0,1
Gujarat,W.Rly Vadodara,2015,4,0,1,0,7,0,0,0,0,0,0,12
Gujarat,Total District(s),2015,81,1,57,1,1589,0,60,1,0,9,138,3623
Haryana,Ambala (Rural),2015,0,0,0,0,4,0,0,0,0,0,0,18
Haryana,Ambala (Urban),2015,1,3,8,0,67,0,0,0,0,0,0,96
Haryana,Bhiwani,2015,2,0,22,0,6,0,0,30,0,0,30,128
Haryana,Faridabad,2015,6,0,56,0,166,0,0,0,0,1,0,281
Haryana,Fatehabad,2015,3,0,3,0,28,0,0,0,0,1,53,119
Haryana,G. R. P.,2015,2,0,0,0,2,0,3,0,0,0,3,11
Haryana,Gurgaon,2015,4,0,17,0,260,0,3,0,0,0,51,393
Haryana,Hissar,2015,2,0,16,2,5,0,0,32,0,1,97,206
Haryana,Jhajjar,2015,3,0,17,0,17,0,0,0,0,0,40,98
Haryana,Jind,2015,2,0,6,0,20,0,0,1,0,0,52,91
Haryana,Kaithal,2015,1,0,17,1,47,0,0,0,0,0,15,102
Haryana,Karnal,2015,3,1,0,9,70,0,1,48,2,3,0,323
Haryana,Kurukshetra,2015,0,0,0,0,29,0,0,16,0,0,1,108
Haryana,Mahendergarh,2015,1,0,6,0,9,0,0,19,0,0,4,60
Haryana,Mewat,2015,1,1,12,2,38,0,2,32,0,1,0,131
Haryana,Palwal,2015,2,0,12,0,54,0,0,0,0,1,0,95
Haryana,Panchkula,2015,4,0,9,0,42,0,2,12,0,3,0,81
Haryana,Panipat,2015,3,0,2,0,60,0,4,0,0,1,164,299
Haryana,Rewari,2015,0,0,7,0,32,0,3,0,0,0,0,42
Haryana,Rohtak,2015,6,0,19,0,135,0,1,0,0,1,10,229
Haryana,Sirsa,2015,1,0,22,0,26,0,0,0,0,1,0,69
Haryana,Sonipat,2015,3,0,6,0,2,0,0,0,0,0,54,87
Haryana,Yamunanagar,2015,0,0,4,0,136,0,8,0,0,0,0,195
Haryana,Irrigation & Power,2015,0,0,0,0,0,0,0,0,0,0,0,0
Haryana,Total District(s),2015,50,5,261,14,1255,0,27,190,2,14,574,3262
Himachal Pradesh,Baddi,2015,0,0,3,0,14,0,0,0,0,0,0,22
Himachal Pradesh,Bilaspur,2015,0,0,11,0,7,0,0,0,0,0,0,21
Himachal Pradesh,Chamba,2015,0,0,13,0,20,0,0,0,0,0,0,36
Himachal Pradesh,C. I. D.,2015,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,G. R. P.,2015,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,Hamirpur,2015,0,0,5,0,18,0,0,0,0,0,0,30
Himachal Pradesh,Kangra,2015,1,2,25,0,38,0,2,0,0,0,1,81
Himachal Pradesh,Kinnaur,2015,0,0,5,0,4,0,0,0,0,0,0,9
Himachal Pradesh,Kullu,2015,1,0,13,0,16,0,0,0,0,0,0,38
Himachal Pradesh,Lahaul & Spiti,2015,0,0,1,0,0,0,0,0,0,0,0,1
Himachal Pradesh,Mandi,2015,0,0,16,0,28,0,1,0,0,1,3,64
Himachal Pradesh,Shimla,2015,2,0,11,0,44,0,4,0,0,0,0,63
Himachal Pradesh,Sirmaur,2015,2,0,21,1,22,0,0,0,0,0,0,61
Himachal Pradesh,Solan,2015,1,0,5,0,12,1,0,0,0,0,1,25
Himachal Pradesh,Una,2015,0,0,10,0,9,0,2,0,0,0,0,26
Himachal Pradesh,Total District(s),2015,7,2,139,1,232,1,9,0,0,1,5,477
Jammu & Kashmir,Anantnag,2015,0,0,0,0,53,0,0,0,0,0,0,55
Jammu & Kashmir,Awantipora,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Bandipora,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Baramulla,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Budgam,2015,0,0,0,0,7,0,0,0,0,0,0,8
Jammu & Kashmir,Crime Jammu,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Crime Srinagar,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Doda,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Ganderbal,2015,1,0,0,0,0,0,0,0,0,0,0,1
Jammu & Kashmir,Handwara,2015,0,0,0,0,1,0,0,0,0,0,0,1
Jammu & Kashmir,Jammu,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kargil,2015,0,0,0,0,2,0,0,0,0,0,0,2
Jammu & Kashmir,Kathua,2015,0,0,13,0,39,0,0,0,0,0,1,55
Jammu & Kashmir,Kishtwar,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kulgam,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Kupwara,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Leh,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Poonch,2015,0,0,0,0,15,0,2,0,0,0,0,17
Jammu & Kashmir,Pulwama,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Jammu,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Kashmir,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Railways Katra,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Rajouri,2015,2,1,3,0,11,0,4,0,0,0,0,22
Jammu & Kashmir,Ramban,2015,0,0,3,0,10,0,0,1,0,0,0,16
Jammu & Kashmir,Reasi,2015,0,0,0,0,6,0,0,0,0,0,0,6
Jammu & Kashmir,Samba,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,Shopian,2015,0,0,0,0,12,0,0,0,0,0,0,12
Jammu & Kashmir,Sopore,2015,2,0,4,0,0,0,0,0,0,0,0,6
Jammu & Kashmir,Srinagar,2015,1,0,3,0,57,0,10,0,0,0,1,72
Jammu & Kashmir,Udhampur,2015,0,0,2,0,31,0,0,0,0,0,0,35
Jammu & Kashmir,Total District(s),2015,6,1,28,0,244,0,16,1,0,0,2,308
Jharkhand,Bokaro,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Chaibasa,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Chatra,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Deoghar,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Dhanbad,2015,0,0,0,0,0,0,0,0,0,0,0,1
Jharkhand,Dhanbad Railway,2015,2,0,0,0,2,0,0,0,0,0,0,4
Jharkhand,Dumka,2015,0,0,2,0,0,0,0,0,0,0,2,4
Jharkhand,Garhwa,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Giridih,2015,0,0,0,0,0,0,0,0,0,0,0,42
Jharkhand,Godda,2015,0,0,0,0,0,0,0,0,0,0,0,5
Jharkhand,Gumla,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Hazaribagh,2015,0,0,0,0,14,0,0,26,0,0,0,57
Jharkhand,Jamshedpur,2015,2,0,2,0,62,0,0,0,0,0,7,93
Jharkhand,Jamshedpur Railway,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Jamtara,2015,0,0,0,0,0,0,0,1,0,0,0,1
Jharkhand,Khunti,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Koderma,2015,0,0,0,0,0,0,0,0,0,0,0,17
Jharkhand,Latehar,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Lohardagga,2015,3,0,12,0,5,0,0,0,0,0,0,35
Jharkhand,Pakur,2015,0,0,0,0,0,0,0,0,0,0,0,8
Jharkhand,Palamu,2015,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,Ramgarh,2015,0,0,0,0,0,0,0,0,0,1,0,11
Jharkhand,Ranchi,2015,0,0,0,0,2,0,0,0,0,0,0,38
Jharkhand,Sahebganj,2015,1,0,2,0,15,0,0,0,0,0,1,19
Jharkhand,Saraikela,2015,0,0,0,0,6,0,0,0,0,0,0,24
Jharkhand,Simdega,2015,0,0,6,1,4,0,0,0,0,0,0,47
Jharkhand,Total District(s),2015,8,0,24,1,110,0,0,27,0,1,10,406
Karnataka,Bagalkot,2015,1,0,0,0,10,0,0,1,0,0,2,35
Karnataka,Bengaluru City,2015,12,0,0,0,645,0,22,20,0,1,46,1086
Karnataka,Bengaluru District,2015,0,0,0,0,16,0,0,0,0,0,0,64
Karnataka,Belagavi District,2015,11,0,0,0,37,0,4,0,0,2,15,118
Karnataka,Ballari,2015,3,0,0,0,59,0,0,0,0,2,3,121
Karnataka,Bidar,2015,5,0,0,0,29,0,6,0,0,1,0,60
Karnataka,Vijayapura,2015,12,0,0,0,47,0,10,0,0,0,0,108
Karnataka,Chikkaballapura,2015,1,0,0,0,27,0,5,0,0,4,21,123
Karnataka,Chamarajnagar,2015,2,0,0,0,14,0,0,5,0,0,2,40
Karnataka,Chikkamagaluru,2015,0,0,0,0,36,0,0,2,0,0,0,79
Karnataka,Chitradurga,2015,3,0,0,0,4,0,0,0,0,0,0,33
Karnataka,Dakshina Kannada,2015,3,0,0,0,5,0,4,0,0,0,0,73
Karnataka,Davanagere,2015,5,0,0,0,66,0,0,1,0,0,10,134
Karnataka,Dharwad,2015,2,0,0,0,23,0,0,0,0,0,0,39
Karnataka,Gadag,2015,2,0,0,0,9,0,0,0,0,0,0,27
Karnataka,Kalaburgi,2015,7,0,0,0,47,0,8,3,0,2,16,137
Karnataka,Hassan,2015,0,0,0,0,52,0,0,0,0,2,0,101
Karnataka,Haveri,2015,0,0,0,0,8,0,0,0,0,2,2,38
Karnataka,Hubballi Dharwad City,2015,5,0,0,1,17,0,6,0,0,0,0,57
Karnataka,K.G.F.,2015,0,0,0,0,6,0,0,0,0,0,3,15
Karnataka,Kodagu,2015,0,0,0,0,2,0,0,1,0,0,270,297
Karnataka,Kolar,2015,1,0,0,0,18,0,4,0,0,0,0,50
Karnataka,Koppal,2015,0,0,0,0,0,0,0,0,0,2,0,26
Karnataka,Mandya,2015,0,0,0,0,40,0,4,12,0,2,3,105
Karnataka,Mangaluru City,2015,0,0,0,0,32,0,0,0,0,0,1,62
Karnataka,Mysuru City,2015,2,0,0,0,32,0,4,1,0,1,3,88
Karnataka,Mysuru District,2015,4,0,0,0,45,0,0,0,0,2,2,102
Karnataka,Raichur,2015,3,0,0,0,10,0,1,7,0,2,0,80
Karnataka,K.Railways,2015,0,0,0,0,3,0,0,0,0,0,1,6
Karnataka,Ramanagara,2015,3,0,0,0,93,0,1,0,0,1,0,144
Karnataka,Shimoga,2015,2,0,0,0,52,0,0,0,0,2,0,154
Karnataka,Tumakuru,2015,6,0,0,0,40,0,11,6,0,6,0,116
Karnataka,Udupi,2015,3,0,0,0,30,0,1,0,0,1,0,75
Karnataka,Uttara Kannada,2015,1,0,0,0,34,0,1,0,0,0,0,67
Karnataka,Yadgiri,2015,4,0,0,0,12,0,6,0,0,0,0,43
Karnataka,Belagavi City,2015,5,0,0,0,5,0,2,6,0,0,9,58
